,vector,stance,ID
858,[[0. 0. 0. ... 0. 0. 0.]],agree,649
859,[[0. 0. 0. ... 0. 0. 0.]],unrelated,649
860,[[0. 0. 0. ... 0. 0. 0.]],unrelated,650
861,[[0. 0. 0. ... 0. 0. 0.]],agree,650
862,[[0.4472136 0.        0.        ... 0.        0.        0.       ]],unrelated,651
863,[[0. 0. 0. ... 0. 0. 0.]],unrelated,651
864,[[0.         0.         0.37796447 ... 0.         0.         0.        ]],unrelated,652
865,[[0. 0. 0. ... 0. 0. 0.]],unrelated,652
866,[[0. 0. 0. ... 0. 0. 0.]],agree,653
867,[[0. 0. 0. ... 0. 0. 0.]],discuss,653
868,[[0. 0. 0. ... 0. 0. 0.]],discuss,654
869,[[0. 0. 0. ... 0. 0. 0.]],discuss,654
870,[[0. 0. 0. ... 0. 0. 0.]],disagree,655
871,[[0. 0. 0. ... 0. 0. 0.]],agree,655
872,[[0. 0. 0. ... 0. 0. 0.]],discuss,657
873,[[0. 0. 0. ... 0. 0. 0.]],discuss,657
874,[[0. 0. 0. ... 0. 0. 0.]],unrelated,658
875,[[0. 0. 0. ... 0. 0. 0.]],unrelated,658
876,[[0. 0. 0. ... 0. 0. 0.]],unrelated,660
877,[[0. 0. 0. ... 0. 0. 0.]],discuss,660
878,[[0. 0. 0. ... 0. 0. 0.]],unrelated,662
879,[[0. 0. 0. ... 0. 0. 0.]],unrelated,662
880,[[0.28867513 0.         0.         ... 0.         0.         0.        ]],unrelated,663
881,[[0.33333333 0.         0.33333333 ... 0.         0.         0.        ]],unrelated,663
882,[[0. 0. 0. ... 0. 0. 0.]],unrelated,664
883,[[0. 0. 0. ... 0. 0. 0.]],discuss,664
884,[[0. 0. 0. ... 0. 0. 0.]],unrelated,666
885,[[0. 0. 0. ... 0. 0. 0.]],agree,666
886,[[0. 0. 0. ... 0. 0. 0.]],unrelated,667
887,[[0. 0. 0. ... 0. 0. 0.]],unrelated,667
888,[[0. 0. 0. ... 0. 0. 0.]],discuss,669
889,[[0. 0. 0. ... 0. 0. 0.]],discuss,669
890,[[0. 0. 0. ... 0. 0. 0.]],discuss,670
891,[[0. 0. 0. ... 0. 0. 0.]],unrelated,670
892,[[0. 0. 0. ... 0. 0. 0.]],agree,672
893,[[0.         0.         0.24253563 ... 0.         0.         0.        ]],discuss,672
894,[[0. 0. 0. ... 0. 0. 0.]],agree,674
895,[[0. 0. 0. ... 0. 0. 0.]],disagree,674
896,[[0. 0. 0. ... 0. 0. 0.]],unrelated,676
897,[[0. 0. 0. ... 0. 0. 0.]],unrelated,676
898,[[0. 0. 0. ... 0. 0. 0.]],unrelated,677
899,[[0. 0. 0. ... 0. 0. 0.]],unrelated,677
900,[[0. 0. 0. ... 0. 0. 0.]],unrelated,678
901,[[0. 0. 0. ... 0. 0. 0.]],unrelated,678
902,[[0.4472136 0.        0.        ... 0.        0.        0.       ]],unrelated,682
903,[[0.33333333 0.         0.         ... 0.         0.         0.        ]],unrelated,682
904,[[0. 0. 0. ... 0. 0. 0.]],unrelated,683
905,[[0. 0. 0. ... 0. 0. 0.]],unrelated,683
906,[[0. 0. 0. ... 0. 0. 0.]],unrelated,684
907,[[0. 0. 0. ... 0. 0. 0.]],unrelated,684
908,[[0. 0. 0. ... 0. 0. 0.]],unrelated,686
909,[[0. 0. 0. ... 0. 0. 0.]],unrelated,686
910,[[0. 0. 0. ... 0. 0. 0.]],unrelated,687
911,[[0. 0. 0. ... 0. 0. 0.]],unrelated,687
912,[[0.4472136 0.        0.        ... 0.        0.        0.       ]],discuss,688
913,[[0.37796447 0.         0.         ... 0.         0.         0.        ]],discuss,688
914,[[0. 0. 0. ... 0. 0. 0.]],unrelated,689
915,[[0. 0. 0. ... 0. 0. 0.]],unrelated,689
916,[[0. 0. 0. ... 0. 0. 0.]],unrelated,690
917,[[0. 0. 0. ... 0. 0. 0.]],unrelated,690
918,[[0. 0. 0. ... 0. 0. 0.]],unrelated,691
919,[[0.4472136 0.        0.        ... 0.        0.        0.       ]],unrelated,691
920,[[0. 0. 0. ... 0. 0. 0.]],unrelated,692
921,[[0. 0. 0. ... 0. 0. 0.]],unrelated,692
922,[[0.5 0.  0.5 ... 0.  0.  0. ]],unrelated,693
923,[[0.33333333 0.         0.33333333 ... 0.         0.         0.        ]],unrelated,693
924,[[0. 0. 0. ... 0. 0. 0.]],discuss,694
925,[[0. 0. 0. ... 0. 0. 0.]],discuss,694
926,[[0. 0. 0. ... 0. 0. 0.]],unrelated,695
927,[[0. 0. 0. ... 0. 0. 0.]],discuss,695
928,[[0. 0. 0. ... 0. 0. 0.]],unrelated,696
929,[[0. 0. 0. ... 0. 0. 0.]],unrelated,696
930,[[0. 0. 0. ... 0. 0. 0.]],unrelated,698
931,[[0. 0. 0. ... 0. 0. 0.]],unrelated,698
932,[[0. 0. 0. ... 0. 0. 0.]],unrelated,699
933,[[0. 0. 0. ... 0. 0. 0.]],unrelated,699
934,[[0. 0. 0. ... 0. 0. 0.]],discuss,701
935,[[0. 0. 0. ... 0. 0. 0.]],discuss,701
936,[[0. 0. 0. ... 0. 0. 0.]],unrelated,702
937,[[0. 0. 0. ... 0. 0. 0.]],unrelated,702
938,[[0. 0. 0. ... 0. 0. 0.]],unrelated,703
939,[[0.         0.35355339 0.         ... 0.         0.         0.        ]],discuss,703
940,[[0.         0.31622777 0.         ... 0.         0.         0.        ]],unrelated,704
941,[[0.4472136 0.        0.        ... 0.        0.        0.       ]],unrelated,704
942,[[0. 0. 0. ... 0. 0. 0.]],unrelated,706
943,[[0. 0. 0. ... 0. 0. 0.]],unrelated,706
944,[[0. 0. 0. ... 0. 0. 0.]],unrelated,707
945,[[0. 0. 0. ... 0. 0. 0.]],discuss,707
946,[[0. 0. 0. ... 0. 0. 0.]],discuss,708
947,[[0. 0. 0. ... 0. 0. 0.]],discuss,708
948,[[0. 0. 0. ... 0. 0. 0.]],unrelated,709
949,[[0. 0. 0. ... 0. 0. 0.]],unrelated,709
950,[[0. 0. 0. ... 0. 0. 0.]],unrelated,712
951,[[0. 0. 0. ... 0. 0. 0.]],unrelated,712
952,[[0. 0. 0. ... 0. 0. 0.]],discuss,713
953,[[0. 0. 0. ... 0. 0. 0.]],discuss,713
954,[[0. 0. 0. ... 0. 0. 0.]],unrelated,714
955,[[0.37796447 0.         0.         ... 0.         0.         0.        ]],unrelated,714
956,[[0. 0. 0. ... 0. 0. 0.]],discuss,715
957,[[0. 0. 0. ... 0. 0. 0.]],discuss,715
958,[[0. 0. 0. ... 0. 0. 0.]],agree,716
959,[[0. 0. 0. ... 0. 0. 0.]],discuss,716
960,[[0. 0. 0. ... 0. 0. 0.]],unrelated,718
961,[[0. 0. 0. ... 0. 0. 0.]],discuss,718
962,[[0. 0. 0. ... 0. 0. 0.]],unrelated,719
963,[[0. 0. 0. ... 0. 0. 0.]],discuss,719
964,[[0. 0. 0. ... 0. 0. 0.]],unrelated,720
965,[[0.57735027 0.         0.         ... 0.         0.         0.        ]],unrelated,720
966,[[0. 0. 0. ... 0. 0. 0.]],discuss,721
967,[[0. 0. 0. ... 0. 0. 0.]],discuss,721
968,[[0.         0.         0.35355339 ... 0.         0.         0.        ]],unrelated,722
969,[[0. 0. 0. ... 0. 0. 0.]],unrelated,722
970,[[0. 0. 0. ... 0. 0. 0.]],unrelated,723
971,[[0. 0. 0. ... 0. 0. 0.]],unrelated,723
972,[[0. 0. 0. ... 0. 0. 0.]],agree,724
973,[[0. 0. 0. ... 0. 0. 0.]],unrelated,724
974,[[0. 0. 0. ... 0. 0. 0.]],agree,725
975,[[0. 0. 0. ... 0. 0. 0.]],unrelated,725
976,[[0. 0. 0. ... 0. 0. 0.]],unrelated,726
977,[[0. 0. 0. ... 0. 0. 0.]],discuss,726
978,[[0. 0. 0. ... 0. 0. 0.]],unrelated,727
979,[[0. 0. 0. ... 0. 0. 0.]],unrelated,727
980,[[0. 0. 0. ... 0. 0. 0.]],agree,729
981,[[0. 0. 0. ... 0. 0. 0.]],agree,729
982,[[0. 0. 0. ... 0. 0. 0.]],unrelated,730
983,[[0.33333333 0.         0.         ... 0.         0.         0.        ]],unrelated,730
984,[[0. 0. 0. ... 0. 0. 0.]],unrelated,731
985,[[0. 0. 0. ... 0. 0. 0.]],unrelated,731
986,[[0.         0.40824829 0.         ... 0.         0.         0.        ]],agree,732
987,[[0. 0. 0. ... 0. 0. 0.]],agree,732
988,[[0. 0. 0. ... 0. 0. 0.]],unrelated,734
989,[[0. 0. 0. ... 0. 0. 0.]],unrelated,734
990,[[0. 0. 0. ... 0. 0. 0.]],unrelated,737
991,[[0. 0. 0. ... 0. 0. 0.]],unrelated,737
992,[[0. 0. 0. ... 0. 0. 0.]],agree,738
993,[[0.         0.35355339 0.         ... 0.         0.         0.        ]],disagree,738
994,[[0. 0. 0. ... 0. 0. 0.]],agree,740
995,[[0. 0. 0. ... 0. 0. 0.]],unrelated,740
996,[[0. 0. 0. ... 0. 0. 0.]],unrelated,741
997,[[0. 0. 0. ... 0. 0. 0.]],agree,741
998,[[0. 0. 0. ... 0. 0. 0.]],unrelated,742
999,[[0. 0. 0. ... 0. 0. 0.]],unrelated,742
1000,[[0. 0. 0. ... 0. 0. 0.]],agree,743
1001,[[0. 0. 0. ... 0. 0. 0.]],agree,743
1002,[[0. 0. 0. ... 0. 0. 0.]],unrelated,744
1003,[[0. 0. 0. ... 0. 0. 0.]],unrelated,744
1004,[[0. 0. 0. ... 0. 0. 0.]],unrelated,748
1005,[[0. 0. 0. ... 0. 0. 0.]],unrelated,748
1006,[[0. 0. 0. ... 0. 0. 0.]],unrelated,752
1007,[[0. 0. 0. ... 0. 0. 0.]],unrelated,752
1008,[[0.         0.35355339 0.         ... 0.         0.         0.        ]],unrelated,754
1009,[[0. 0. 0. ... 0. 0. 0.]],unrelated,754
1010,[[0. 0. 0. ... 0. 0. 0.]],unrelated,755
1011,[[0. 0. 0. ... 0. 0. 0.]],agree,755
1012,[[0.35355339 0.         0.         ... 0.         0.         0.        ]],discuss,756
1013,[[0.35355339 0.35355339 0.         ... 0.         0.         0.        ]],agree,756
1014,[[0. 0. 0. ... 0. 0. 0.]],agree,757
1015,[[0. 0. 0. ... 0. 0. 0.]],discuss,757
1016,[[0. 0. 0. ... 0. 0. 0.]],agree,759
1017,[[0. 0. 0. ... 0. 0. 0.]],agree,759
1018,[[0. 0. 0. ... 0. 0. 0.]],unrelated,760
1019,[[0. 0. 0. ... 0. 0. 0.]],unrelated,760
1020,[[0. 0. 0. ... 0. 0. 0.]],unrelated,761
1021,[[0. 0. 0. ... 0. 0. 0.]],unrelated,761
1022,[[0.30151134 0.         0.         ... 0.         0.         0.        ]],discuss,763
1023,[[0. 0. 0. ... 0. 0. 0.]],discuss,763
1024,[[0. 0. 0. ... 0. 0. 0.]],discuss,767
1025,[[0.         0.37796447 0.         ... 0.         0.         0.        ]],disagree,767
1026,[[0. 0. 0. ... 0. 0. 0.]],unrelated,769
1027,[[0. 0. 0. ... 0. 0. 0.]],unrelated,769
1028,[[0. 0. 0. ... 0. 0. 0.]],discuss,772
1029,[[0. 0. 0. ... 0. 0. 0.]],disagree,772
1030,[[0. 0. 0. ... 0. 0. 0.]],unrelated,773
1031,[[0. 0. 0. ... 0. 0. 0.]],unrelated,773
1032,[[0. 0. 0. ... 0. 0. 0.]],unrelated,775
1033,[[0.         0.33333333 0.         ... 0.         0.         0.        ]],unrelated,775
1034,[[0. 0. 0. ... 0. 0. 0.]],unrelated,776
1035,[[0. 0. 0. ... 0. 0. 0.]],unrelated,776
1036,[[0. 0. 0. ... 0. 0. 0.]],unrelated,777
1037,[[0. 0. 0. ... 0. 0. 0.]],unrelated,777
1038,[[0. 0. 0. ... 0. 0. 0.]],agree,779
1039,[[0. 0. 0. ... 0. 0. 0.]],agree,779
1040,[[0. 0. 0. ... 0. 0. 0.]],discuss,780
1041,[[0. 0. 0. ... 0. 0. 0.]],discuss,780
1042,[[0.2773501 0.2773501 0.        ... 0.        0.        0.       ]],agree,781
1043,[[0. 0. 0. ... 0. 0. 0.]],unrelated,781
1044,[[0. 0. 0. ... 0. 0. 0.]],agree,782
1045,[[0.24253563 0.         0.         ... 0.         0.         0.        ]],agree,782
1046,[[0. 0. 0. ... 0. 0. 0.]],agree,787
1047,[[0. 0. 0. ... 0. 0. 0.]],unrelated,787
1048,[[0.33333333 0.         0.         ... 0.         0.         0.        ]],unrelated,788
1049,[[0. 0. 0. ... 0. 0. 0.]],unrelated,788
1050,[[0.5 0.  0.  ... 0.  0.  0. ]],unrelated,789
1051,[[0.35355339 0.         0.         ... 0.         0.         0.        ]],unrelated,789
1052,[[0.         0.35355339 0.         ... 0.         0.         0.        ]],discuss,790
1053,[[0.         0.35355339 0.         ... 0.         0.         0.        ]],discuss,790
1054,[[0. 0. 0. ... 0. 0. 0.]],unrelated,793
1055,[[0. 0. 0. ... 0. 0. 0.]],unrelated,793
1056,[[0. 0. 0. ... 0. 0. 0.]],disagree,794
1057,[[0. 0. 0. ... 0. 0. 0.]],disagree,794
1058,[[0. 0. 0. ... 0. 0. 0.]],disagree,795
1059,[[0. 0. 0. ... 0. 0. 0.]],agree,795
1060,[[0. 0. 0. ... 0. 0. 0.]],unrelated,796
1061,[[0. 0. 0. ... 0. 0. 0.]],unrelated,796
1062,[[0. 0. 0. ... 0. 0. 0.]],agree,797
1063,[[0. 0. 0. ... 0. 0. 0.]],agree,797
1064,[[0. 0. 0. ... 0. 0. 0.]],discuss,798
1065,[[0.         0.30151134 0.         ... 0.         0.         0.        ]],discuss,798
1066,[[0.         0.         0.37796447 ... 0.         0.         0.        ]],unrelated,800
1067,[[0.         0.35355339 0.         ... 0.         0.         0.        ]],unrelated,800
1068,[[0. 0. 0. ... 0. 0. 0.]],unrelated,803
1069,[[0. 0. 0. ... 0. 0. 0.]],unrelated,803
1070,[[0. 0. 0. ... 0. 0. 0.]],agree,804
1071,[[0. 0. 0. ... 0. 0. 0.]],unrelated,804
1072,[[0. 0. 0. ... 0. 0. 0.]],unrelated,805
1073,[[0. 0. 0. ... 0. 0. 0.]],unrelated,805
1074,[[0. 0. 0. ... 0. 0. 0.]],agree,807
1075,[[0. 0. 0. ... 0. 0. 0.]],discuss,807
1076,[[0. 0. 0. ... 0. 0. 0.]],unrelated,808
1077,[[0. 0. 0. ... 0. 0. 0.]],unrelated,808
1078,[[0. 0. 0. ... 0. 0. 0.]],unrelated,812
1079,[[0. 0. 0. ... 0. 0. 0.]],unrelated,812
1080,[[0. 0. 0. ... 0. 0. 0.]],discuss,815
1081,[[0. 0. 0. ... 0. 0. 0.]],discuss,815
1082,[[0. 0. 0. ... 0. 0. 0.]],unrelated,816
1083,[[0. 0. 0. ... 0. 0. 0.]],unrelated,816
1084,[[0. 0. 0. ... 0. 0. 0.]],discuss,817
1085,[[0. 0. 0. ... 0. 0. 0.]],unrelated,817
1086,[[0.         0.         0.37796447 ... 0.         0.         0.        ]],unrelated,818
1087,[[0. 0. 0. ... 0. 0. 0.]],unrelated,818
1088,[[0.         0.37796447 0.         ... 0.         0.         0.        ]],unrelated,819
1089,[[0. 0. 0. ... 0. 0. 0.]],unrelated,819
1090,[[0.         0.         0.33333333 ... 0.         0.         0.        ]],unrelated,821
1091,[[0. 0. 0. ... 0. 0. 0.]],unrelated,821
1092,[[0. 0. 0. ... 0. 0. 0.]],unrelated,822
1093,[[0. 0. 0. ... 0. 0. 0.]],unrelated,822
1094,[[0. 0. 0. ... 0. 0. 0.]],agree,824
1095,[[0. 0. 0. ... 0. 0. 0.]],agree,824
1096,[[0. 0. 0. ... 0. 0. 0.]],unrelated,825
1097,[[0. 0. 0. ... 0. 0. 0.]],discuss,825
1098,[[0.37796447 0.         0.         ... 0.         0.         0.        ]],unrelated,826
1099,[[0. 0. 0. ... 0. 0. 0.]],unrelated,826
1100,[[0. 0. 0. ... 0. 0. 0.]],agree,827
1101,[[0. 0. 0. ... 0. 0. 0.]],agree,827
1102,[[0. 0. 0. ... 0. 0. 0.]],agree,828
1103,[[0. 0. 0. ... 0. 0. 0.]],agree,828
1104,[[0.         0.         0.40824829 ... 0.         0.         0.        ]],unrelated,829
1105,[[0. 0. 0. ... 0. 0. 0.]],agree,829
1106,[[0. 0. 0. ... 0. 0. 0.]],unrelated,830
1107,[[0. 0. 0. ... 0. 0. 0.]],agree,830
1108,[[0. 0. 0. ... 0. 0. 0.]],unrelated,831
1109,[[0. 0. 0. ... 0. 0. 0.]],unrelated,831
1110,[[0. 0. 0. ... 0. 0. 0.]],unrelated,832
1111,[[0. 0. 0. ... 0. 0. 0.]],unrelated,832
1112,[[0. 0. 0. ... 0. 0. 0.]],unrelated,833
1113,[[0. 0. 0. ... 0. 0. 0.]],unrelated,833
1114,[[0. 0. 0. ... 0. 0. 0.]],agree,834
1115,[[0. 0. 0. ... 0. 0. 0.]],agree,834
1116,[[0.         0.40824829 0.         ... 0.         0.         0.        ]],discuss,837
1117,[[0. 0. 0. ... 0. 0. 0.]],unrelated,837
1118,[[0. 0. 0. ... 0. 0. 0.]],agree,839
1119,[[0. 0. 0. ... 0. 0. 0.]],agree,839
1120,[[0.         0.35355339 0.         ... 0.         0.         0.        ]],discuss,840
1121,[[0.         0.         0.35355339 ... 0.         0.         0.        ]],discuss,840
1122,[[0. 0. 0. ... 0. 0. 0.]],discuss,842
1123,[[0. 0. 0. ... 0. 0. 0.]],agree,842
1124,[[0. 0. 0. ... 0. 0. 0.]],unrelated,843
1125,[[0. 0. 0. ... 0. 0. 0.]],discuss,843
1126,[[0. 0. 0. ... 0. 0. 0.]],unrelated,844
1127,[[0. 0. 0. ... 0. 0. 0.]],unrelated,844
1128,[[0. 0. 0. ... 0. 0. 0.]],unrelated,845
1129,[[0.31622777 0.         0.         ... 0.         0.         0.        ]],unrelated,845
1130,[[0. 0. 0. ... 0. 0. 0.]],unrelated,846
1131,[[0. 0. 0. ... 0. 0. 0.]],unrelated,846
1132,[[0. 0. 0. ... 0. 0. 0.]],unrelated,847
1133,[[0. 0. 0. ... 0. 0. 0.]],unrelated,847
1134,[[0. 0. 0. ... 0. 0. 0.]],discuss,848
1135,[[0.         0.31622777 0.         ... 0.         0.         0.        ]],discuss,848
1136,[[0.26726124 0.         0.         ... 0.         0.         0.        ]],discuss,850
1137,[[0. 0. 0. ... 0. 0. 0.]],discuss,850
1138,[[0. 0. 0. ... 0. 0. 0.]],unrelated,851
1139,[[0. 0. 0. ... 0. 0. 0.]],discuss,851
1140,[[0. 0. 0. ... 0. 0. 0.]],agree,852
1141,[[0. 0. 0. ... 0. 0. 0.]],agree,852
1142,[[0. 0. 0. ... 0. 0. 0.]],unrelated,853
1143,[[0. 0. 0. ... 0. 0. 0.]],unrelated,853
1144,[[0. 0. 0. ... 0. 0. 0.]],discuss,854
1145,[[0. 0. 0. ... 0. 0. 0.]],discuss,854
1146,[[0.37796447 0.         0.37796447 ... 0.         0.         0.        ]],unrelated,855
1147,[[0.         0.33333333 0.         ... 0.         0.         0.        ]],discuss,855
1148,[[0. 0. 0. ... 0. 0. 0.]],discuss,856
1149,[[0.         0.         0.33333333 ... 0.         0.         0.        ]],discuss,856
1150,[[0. 0. 0. ... 0. 0. 0.]],unrelated,858
1151,[[0.35355339 0.35355339 0.         ... 0.         0.         0.        ]],unrelated,858
1152,[[0.         0.         0.37796447 ... 0.         0.         0.        ]],unrelated,859
1153,[[0. 0. 0. ... 0. 0. 0.]],unrelated,859
1154,[[0. 0. 0. ... 0. 0. 0.]],unrelated,860
1155,[[0. 0. 0. ... 0. 0. 0.]],unrelated,860
1156,[[0. 0. 0. ... 0. 0. 0.]],discuss,862
1157,[[0. 0. 0. ... 0. 0. 0.]],agree,862
1158,[[0. 0. 0. ... 0. 0. 0.]],discuss,867
1159,[[0. 0. 0. ... 0. 0. 0.]],unrelated,867
1160,[[0. 0. 0. ... 0. 0. 0.]],discuss,869
1161,[[0. 0. 0. ... 0. 0. 0.]],discuss,869
1162,[[0.28867513 0.         0.28867513 ... 0.         0.         0.        ]],discuss,871
1163,[[0.28867513 0.         0.28867513 ... 0.         0.         0.        ]],discuss,871
1164,[[0. 0. 0. ... 0. 0. 0.]],discuss,872
1165,[[0. 0. 0. ... 0. 0. 0.]],discuss,872
1166,[[0. 0. 0. ... 0. 0. 0.]],discuss,873
1167,[[0. 0. 0. ... 0. 0. 0.]],discuss,873
1168,[[0.40824829 0.         0.         ... 0.         0.         0.        ]],unrelated,874
1169,[[0. 0. 0. ... 0. 0. 0.]],unrelated,874
1170,[[0. 0. 0. ... 0. 0. 0.]],discuss,877
1171,[[0. 0. 0. ... 0. 0. 0.]],discuss,877
1172,[[0. 0. 0. ... 0. 0. 0.]],unrelated,879
1173,[[0. 0. 0. ... 0. 0. 0.]],agree,879
1174,[[0. 0. 0. ... 0. 0. 0.]],discuss,880
1175,[[0.33333333 0.         0.         ... 0.         0.         0.        ]],discuss,880
1176,[[0.35355339 0.         0.35355339 ... 0.         0.         0.        ]],unrelated,882
1177,[[0.40824829 0.         0.         ... 0.         0.         0.        ]],unrelated,882
1178,[[0. 0. 0. ... 0. 0. 0.]],discuss,883
1179,[[0. 0. 0. ... 0. 0. 0.]],discuss,883
1180,[[0. 0. 0. ... 0. 0. 0.]],unrelated,885
1181,[[0.         0.40824829 0.         ... 0.         0.         0.        ]],discuss,885
1182,[[0.         0.31622777 0.         ... 0.         0.         0.        ]],unrelated,886
1183,[[0. 0. 0. ... 0. 0. 0.]],unrelated,886
1184,[[0. 0. 0. ... 0. 0. 0.]],unrelated,887
1185,[[0. 0. 0. ... 0. 0. 0.]],unrelated,887
1186,[[0. 0. 0. ... 0. 0. 0.]],agree,888
1187,[[0. 0. 0. ... 0. 0. 0.]],agree,888
1188,[[0. 0. 0. ... 0. 0. 0.]],unrelated,891
1189,[[0. 0. 0. ... 0. 0. 0.]],unrelated,891
1190,[[0.         0.         0.40824829 ... 0.         0.         0.        ]],unrelated,892
1191,[[0. 0. 0. ... 0. 0. 0.]],discuss,892
1192,[[0. 0. 0. ... 0. 0. 0.]],agree,899
1193,[[0. 0. 0. ... 0. 0. 0.]],agree,899
1194,[[0. 0. 0. ... 0. 0. 0.]],unrelated,900
1195,[[0. 0. 0. ... 0. 0. 0.]],unrelated,900
1196,[[0. 0. 0. ... 0. 0. 0.]],agree,902
1197,[[0.25 0.25 0.   ... 0.   0.   0.  ]],discuss,902
1198,[[0. 0. 0. ... 0. 0. 0.]],unrelated,903
1199,[[0.         0.33333333 0.         ... 0.         0.         0.        ]],unrelated,903
1200,[[0. 0. 0. ... 0. 0. 0.]],unrelated,906
1201,[[0. 0. 0. ... 0. 0. 0.]],unrelated,906
1202,[[0. 0. 0. ... 0. 0. 0.]],agree,907
1203,[[0. 0. 0. ... 0. 0. 0.]],agree,907
1204,[[0. 0. 0. ... 0. 0. 0.]],unrelated,908
1205,[[0. 0. 0. ... 0. 0. 0.]],unrelated,908
1206,[[0. 0. 0. ... 0. 0. 0.]],discuss,909
1207,[[0. 0. 0. ... 0. 0. 0.]],unrelated,909
1208,[[0. 0. 0. ... 0. 0. 0.]],unrelated,913
1209,[[0. 0. 0. ... 0. 0. 0.]],unrelated,913
1210,[[0. 0. 0. ... 0. 0. 0.]],agree,915
1211,[[0. 0. 0. ... 0. 0. 0.]],agree,915
1212,[[0. 0. 0. ... 0. 0. 0.]],unrelated,917
1213,[[0. 0. 0. ... 0. 0. 0.]],unrelated,917
1214,[[0. 0. 0. ... 0. 0. 0.]],unrelated,919
1215,[[0. 0. 0. ... 0. 0. 0.]],unrelated,919
1216,[[0. 0. 0. ... 0. 0. 0.]],discuss,920
1217,[[0. 0. 0. ... 0. 0. 0.]],discuss,920
1218,[[0. 0. 0. ... 0. 0. 0.]],discuss,921
1219,[[0.31622777 0.         0.         ... 0.         0.         0.        ]],discuss,921
1220,[[0. 0. 0. ... 0. 0. 0.]],unrelated,922
1221,[[0. 0. 0. ... 0. 0. 0.]],discuss,922
1222,[[0. 0. 0. ... 0. 0. 0.]],unrelated,924
1223,[[0. 0. 0. ... 0. 0. 0.]],agree,924
1224,[[0. 0. 0. ... 0. 0. 0.]],discuss,928
1225,[[0. 0. 0. ... 0. 0. 0.]],discuss,928
1226,[[0. 0. 0. ... 0. 0. 0.]],discuss,931
1227,[[0. 0. 0. ... 0. 0. 0.]],discuss,931
1228,[[0. 0. 0. ... 0. 0. 0.]],unrelated,932
1229,[[0. 0. 0. ... 0. 0. 0.]],unrelated,932
1230,[[0. 0. 0. ... 0. 0. 0.]],discuss,933
1231,[[0. 0. 0. ... 0. 0. 0.]],unrelated,933
1232,[[0. 0. 0. ... 0. 0. 0.]],discuss,936
1233,[[0.         0.         0.40824829 ... 0.         0.         0.        ]],unrelated,936
1234,[[0.4472136 0.        0.        ... 0.        0.        0.       ]],discuss,938
1235,[[0. 0. 0. ... 0. 0. 0.]],unrelated,938
1236,[[0. 0. 0. ... 0. 0. 0.]],discuss,939
1237,[[0. 0. 0. ... 0. 0. 0.]],discuss,939
1238,[[0. 0. 0. ... 0. 0. 0.]],unrelated,941
1239,[[0. 0. 0. ... 0. 0. 0.]],unrelated,941
1240,[[0. 0. 0. ... 0. 0. 0.]],discuss,942
1241,[[0. 0. 0. ... 0. 0. 0.]],discuss,942
1242,[[0. 0. 0. ... 0. 0. 0.]],unrelated,944
1243,[[0. 0. 0. ... 0. 0. 0.]],discuss,944
1244,[[0. 0. 0. ... 0. 0. 0.]],unrelated,945
1245,[[0. 0. 0. ... 0. 0. 0.]],unrelated,945
1246,[[0.         0.         0.30151134 ... 0.         0.         0.        ]],discuss,947
1247,[[0.         0.40824829 0.         ... 0.         0.         0.        ]],discuss,947
1248,[[0. 0. 0. ... 0. 0. 0.]],agree,948
1249,[[0. 0. 0. ... 0. 0. 0.]],disagree,948
1250,[[0. 0. 0. ... 0. 0. 0.]],discuss,949
1251,[[0. 0. 0. ... 0. 0. 0.]],agree,949
1252,[[0. 0. 0. ... 0. 0. 0.]],unrelated,950
1253,[[0.25819889 0.         0.         ... 0.         0.         0.        ]],unrelated,950
1254,[[0. 0. 0. ... 0. 0. 0.]],discuss,951
1255,[[0. 0. 0. ... 0. 0. 0.]],discuss,951
1256,[[0. 0. 0. ... 0. 0. 0.]],discuss,952
1257,[[0. 0. 0. ... 0. 0. 0.]],discuss,952
1258,[[0.31622777 0.         0.         ... 0.         0.         0.        ]],unrelated,955
1259,[[0. 0. 0. ... 0. 0. 0.]],unrelated,955
1260,[[0. 0. 0. ... 0. 0. 0.]],discuss,956
1261,[[0.30151134 0.         0.         ... 0.         0.         0.        ]],discuss,956
1262,[[0. 0. 0. ... 0. 0. 0.]],agree,957
1263,[[0. 0. 0. ... 0. 0. 0.]],agree,957
1264,[[0. 0. 0. ... 0. 0. 0.]],unrelated,958
1265,[[0. 0. 0. ... 0. 0. 0.]],unrelated,958
1266,[[0. 0. 0. ... 0. 0. 0.]],unrelated,959
1267,[[0. 0. 0. ... 0. 0. 0.]],unrelated,959
1268,[[0. 0. 0. ... 0. 0. 0.]],unrelated,961
1269,[[0. 0. 0. ... 0. 0. 0.]],unrelated,961
1270,[[0. 0. 0. ... 0. 0. 0.]],unrelated,962
1271,[[0. 0. 0. ... 0. 0. 0.]],unrelated,962
1272,[[0. 0. 0. ... 0. 0. 0.]],unrelated,964
1273,[[0. 0. 0. ... 0. 0. 0.]],unrelated,964
1274,[[0. 0. 0. ... 0. 0. 0.]],agree,965
1275,[[0. 0. 0. ... 0. 0. 0.]],disagree,965
1276,[[0. 0. 0. ... 0. 0. 0.]],agree,966
1277,[[0. 0. 0. ... 0. 0. 0.]],agree,966
1278,[[0. 0. 0. ... 0. 0. 0.]],unrelated,968
1279,[[0. 0. 0. ... 0. 0. 0.]],unrelated,968
